id,sector,region,nivel_educacion,tipo_negocio,estado_civil_inicio,edad_inicio,anos_primer_millon,anos_trayectoria_total,capital_inicial_usd,patrimonio_m_usd,roi_anualizado_pct,horas_sem_pico,sacrificio_familia,sacrificio_salud,sacrificio_amor_pareja,sacrificio_amigos,sacrificio_ocio_hobbies,sacrificio_sueno,sacrificio_total,score_disciplina,score_conocimiento,score_red_contactos,score_vision,score_resiliencia,divorcios_num,hijos_num,sueno_horas_noche,ejercicio_dias_sem,empleos_generados,score_exito,bienestar_psicologico,satisfaccion_vida,attr_disciplina_pct,attr_oportunidad_pct,attr_conocimiento_pct,attr_red_pct,attr_trabajo_duro_pct,attr_vision_pct,attr_suerte_pct,attr_capital_inicial_pct
SUJ-0852,Inmuebles,Bucaramanga,Universitario,Empresa familiar,Soltero,30,2,3,9997,2.18,51.7,69,8.0,6.3,7.2,3.4,7.9,7.4,6.7,8.5,8,7.8,10.0,8.1,1,1,4.4,0.0,2,35.3,66,65,33.5,19.4,24.6,4.3,6.3,4.9,4.6,2.4
SUJ-0853,Tecnología,São Paulo,Universitario,Startup escalada,Soltero,25,9,18,9956,331.02,78.3,85,7.8,8.5,8.8,5.1,8.4,8.6,7.87,10.0,15,2.9,6.4,8.1,0,1,5.1,1.3,49,55.3,41,58,20.0,22.5,9.6,21.6,11.4,6.8,6.8,1.3
SUJ-0854,Servicios,Monterrey,Universitario,Empresa propia,Casado,32,3,12,6053,4.71,14.1,69,8.8,5.8,5.8,5.8,8.7,5.0,6.65,6.5,30,8.9,8.1,7.5,0,6,6.1,4.3,83,27.9,47,51,9.4,22.1,23.2,13.5,13.5,9.3,7.5,1.5
SUJ-0855,Tecnología,Bucaramanga,Maestría,E-commerce,Soltero,35,9,16,5567,21.4,67.5,81,8.8,9.3,6.3,4.8,9.1,9.1,7.9,7.5,6,7.2,6.0,7.1,0,2,4.7,0.4,18,40.2,59,56,27.9,11.8,17.1,10.3,15.9,10.8,4.8,1.4
SUJ-0856,Tecnología,CDMX,Posgrado,Empresa propia,Casado,27,10,24,1587,15.83,46.0,90,8.7,7.7,9.1,6.0,10.0,8.6,8.35,7.7,11,9.1,7.2,7.6,0,2,4.5,5.3,68,36.6,43,59,26.5,16.0,15.5,17.0,13.6,4.3,5.9,1.2
SUJ-0857,Tecnología,Caracas,Bachillerato,Empresa propia,Casado,29,5,15,4486,6.68,40.9,88,9.2,10.0,10.0,7.0,8.6,6.5,8.55,9.0,3,6.0,8.5,10.0,0,1,6.5,4.2,56,34.8,43,61,23.7,22.2,18.8,14.6,7.5,5.7,5.2,2.3
SUJ-0858,Retail/Comercio,Medellín,Universitario,Empresa propia,Casado,33,4,8,16408,2.97,21.8,70,6.5,6.0,8.8,5.9,8.1,4.6,6.65,7.6,1,8.0,6.5,8.1,3,3,6.3,5.7,9,24.3,47,57,23.5,3.9,20.8,23.4,10.3,11.1,4.3,2.7
SUJ-0859,Manufactura,Bucaramanga,Universitario,Empresa propia,Soltero,31,4,6,15433,3.07,19.1,65,6.9,7.8,6.4,4.7,9.0,6.2,6.83,5.4,26,9.0,8.1,10.0,2,0,5.5,4.4,1701,36.0,54,64,35.6,12.1,9.7,14.3,9.0,12.2,4.3,2.8
SUJ-0860,Tecnología,Buenos Aires,Técnico,Startup escalada,Unión libre,33,3,7,8652,1.0,60.3,85,7.2,6.6,7.9,4.5,8.6,9.2,7.33,3.5,37,10.0,8.2,8.5,2,2,4.6,3.5,13,23.3,46,42,27.2,16.7,18.7,13.5,12.0,8.7,1.8,1.4
SUJ-0861,Inmuebles,Cali,Posgrado,Empresa propia,Unión libre,24,5,9,47485,1.36,24.9,66,7.3,7.2,7.0,4.8,6.2,5.3,6.3,6.2,29,9.8,8.9,5.1,1,1,5.2,3.4,13,22.3,67,75,6.5,25.5,25.6,14.1,10.9,13.2,3.8,0.4
SUJ-0862,Retail/Comercio,Santiago,Maestría,E-commerce,Unión libre,22,7,7,17892,3.55,39.8,86,8.3,8.0,7.4,6.8,9.9,8.4,8.13,8.1,25,7.4,5.6,7.7,0,0,4.9,5.9,42,24.7,50,54,34.6,13.2,18.6,12.9,6.2,11.9,1.5,1.1
SUJ-0863,Retail/Comercio,Monterrey,Maestría,Franquicia,Casado,19,1,9,1255,1.0,17.6,56,5.8,5.6,6.6,4.7,4.8,4.1,5.27,7.9,19,6.6,7.1,6.1,3,5,3.4,0.0,1,13.7,64,60,29.5,23.6,11.0,17.0,10.5,2.6,4.1,1.7
SUJ-0864,Retail/Comercio,Buenos Aires,Maestría,Franquicia,Casado,24,4,5,4075,1.22,27.0,79,7.9,7.2,5.7,7.5,9.4,7.1,7.47,6.0,25,4.2,7.4,10.0,1,0,5.6,1.7,104,33.7,48,55,22.7,19.4,9.9,11.5,21.1,7.4,5.1,2.9
SUJ-0865,Retail/Comercio,Cali,Bachillerato,Empresa familiar,Casado,25,7,14,1131,1.32,12.0,67,5.9,7.7,6.2,4.7,5.5,5.9,5.98,7.0,21,3.2,6.6,5.9,2,0,6.1,3.0,9,20.7,50,61,24.5,10.6,21.0,13.9,15.8,6.5,5.7,2.0
SUJ-0866,Retail/Comercio,CDMX,Doctorado,Empresa propia,Soltero,25,7,16,5020,2.09,9.6,50,8.2,4.5,7.5,2.5,6.6,4.5,5.63,5.5,28,1.3,8.3,7.7,1,2,5.1,3.2,3,19.4,58,52,28.3,20.1,10.6,11.5,17.0,6.0,4.2,2.3
SUJ-0867,Tecnología,Barranquilla,Maestría,E-commerce,Casado,28,1,12,11982,4.04,57.0,62,6.5,5.7,7.5,4.6,8.6,7.4,6.72,6.5,18,4.0,6.5,5.1,1,1,6.7,1.4,11,26.0,55,57,17.8,17.5,21.6,14.1,15.4,11.3,0.4,1.9
SUJ-0868,Tecnología,Cali,Maestría,Franquicia,Casado,29,9,14,1354,2.36,53.4,67,8.4,9.5,7.8,4.9,7.7,6.6,7.48,8.9,27,5.7,9.0,8.2,1,0,4.9,3.4,3,20.1,51,64,30.0,16.1,20.3,10.0,13.4,3.7,6.5,-0.0
SUJ-0869,Servicios,Lima,Bachillerato,Empresa propia,Unión libre,25,11,14,16990,2.5,15.1,98,8.1,8.8,10.0,7.5,10.0,10.0,9.07,6.1,3,1.7,5.1,8.2,3,0,5.8,5.5,190,24.7,31,58,22.7,17.5,21.2,16.3,14.2,4.6,1.6,1.9
SUJ-0870,Agroindustria,Barranquilla,Doctorado,E-commerce,Casado,28,5,16,6734,1.0,5.8,40,2.1,5.6,4.4,5.3,5.1,5.1,4.6,9.2,1,3.8,9.0,9.6,1,1,6.2,2.1,4,15.6,72,62,32.4,13.2,21.4,8.6,10.9,6.9,3.2,3.4
SUJ-0871,Finanzas,São Paulo,Maestría,Startup escalada,Soltero,30,1,12,11056,1.0,31.3,68,7.4,5.7,5.0,4.0,9.5,7.5,6.52,4.7,34,7.1,5.9,8.7,1,1,5.6,1.8,25,23.1,61,36,24.1,26.6,17.2,11.5,2.0,11.1,5.5,2.0
SUJ-0872,Finanzas,Bogotá,Maestría,Empresa propia,Casado,21,4,12,500,5.44,52.6,68,8.5,5.3,7.2,5.9,7.2,6.5,6.77,6.4,14,4.6,8.0,6.6,2,1,4.1,4.2,19,33.5,64,46,22.8,14.1,19.8,12.0,16.3,11.3,3.0,0.7
SUJ-0873,Manufactura,Monterrey,Técnico,Empresa propia,Unión libre,31,4,8,788,1.85,14.6,59,7.8,6.4,6.9,5.4,8.9,6.6,7.0,10.0,35,7.2,9.1,10.0,4,1,5.1,5.4,8,22.9,63,63,24.7,17.1,24.4,9.4,11.6,8.0,1.6,3.2
SUJ-0874,Retail/Comercio,Buenos Aires,Maestría,Empresa propia,Soltero,22,11,12,7758,2.38,50.7,67,8.2,6.2,9.3,5.1,8.3,6.8,7.32,3.5,27,6.7,8.2,7.3,2,2,4.8,0.0,12,29.0,31,43,37.0,10.8,19.5,12.3,9.7,6.1,2.2,2.4
SUJ-0875,Tecnología,São Paulo,Doctorado,Startup escalada,Soltero,34,3,13,14570,5.84,54.4,70,7.1,5.9,6.1,5.6,8.6,6.7,6.67,7.3,15,6.7,5.7,3.5,2,1,6.9,0.7,12,27.0,40,59,29.6,25.9,17.2,9.4,6.6,6.7,1.6,3.0
SUJ-0876,Tecnología,São Paulo,Posgrado,Holding,Casado,26,5,11,16563,3.35,59.3,63,7.5,3.4,6.2,5.0,8.7,9.6,6.73,8.4,23,6.8,10.0,7.0,1,2,3.8,1.2,6,28.1,47,55,30.5,27.5,16.4,9.0,10.8,3.6,2.2,0.0
SUJ-0877,Inmuebles,Bogotá,Posgrado,E-commerce,Soltero,26,13,23,9327,122.78,51.0,77,7.6,4.3,9.2,6.1,7.8,7.5,7.08,7.5,21,6.7,4.4,8.3,1,2,4.3,2.1,165,54.4,37,59,31.4,14.0,14.7,14.1,11.4,9.3,2.6,2.5
SUJ-0878,Manufactura,Bucaramanga,Doctorado,Franquicia,Soltero,17,7,11,1794,2.18,12.8,94,8.5,5.3,10.0,9.9,10.0,9.9,8.93,8.9,32,6.5,6.9,8.3,0,1,3.6,4.4,6,20.2,34,65,21.3,20.6,12.2,20.1,12.4,6.3,5.9,1.2
SUJ-0879,Tecnología,CDMX,Universitario,Startup escalada,Soltero,29,7,17,1735,5.56,58.2,72,7.8,6.7,5.2,6.4,7.2,7.1,6.73,8.8,13,4.3,6.9,9.6,0,1,4.9,5.0,62,36.8,60,63,36.4,18.5,16.8,8.5,10.7,1.2,6.3,1.6
SUJ-0880,Finanzas,Monterrey,Posgrado,Startup escalada,Unión libre,26,6,17,17053,30.32,54.7,63,7.3,4.2,8.2,3.8,9.4,8.6,6.92,6.4,30,6.2,5.9,6.0,4,2,5.8,0.0,4,33.9,54,60,27.6,18.3,23.8,10.9,11.1,2.9,4.3,1.1
SUJ-0881,Finanzas,Medellín,Universitario,Startup escalada,Soltero,27,10,15,961,1.0,40.4,71,6.6,3.9,9.6,5.7,8.3,6.1,6.7,8.4,15,8.7,10.0,8.8,2,1,6.2,4.8,44,22.5,46,74,26.7,18.4,16.9,4.1,15.5,10.1,5.6,2.7
SUJ-0882,Manufactura,São Paulo,Doctorado,Startup escalada,Soltero,25,8,15,9268,1.0,4.0,68,7.3,4.8,6.2,8.7,8.6,8.1,7.28,6.9,9,6.6,6.8,7.1,3,3,4.3,2.5,53,20.4,40,56,20.4,13.8,16.0,19.9,12.1,11.1,4.6,2.1
SUJ-0883,Tecnología,Barranquilla,Bachillerato,Holding,Casado,29,14,16,6100,1.6,21.8,87,10.0,4.8,10.0,6.4,10.0,6.5,7.95,7.9,9,8.2,6.4,4.0,2,3,5.4,1.8,7,15.7,33,49,5.9,22.6,27.2,5.7,17.7,9.2,8.0,3.7
SUJ-0884,Tecnología,São Paulo,Posgrado,Franquicia,Unión libre,30,14,16,4377,2.31,39.3,66,5.9,5.0,7.7,1.2,9.0,5.6,5.73,6.4,13,9.1,5.7,8.4,2,4,3.1,1.9,41,31.2,50,49,20.3,25.0,18.4,12.1,6.9,8.7,5.4,3.2
SUJ-0885,Inmuebles,Medellín,Posgrado,Startup escalada,Unión libre,28,8,15,4643,7.93,46.9,79,9.0,5.9,6.6,5.2,8.8,8.8,7.38,10.0,14,6.9,9.6,6.2,0,3,5.5,4.3,14,37.0,41,69,26.3,19.6,16.3,20.4,10.2,3.6,2.9,0.7
SUJ-0886,Tecnología,São Paulo,Maestría,Startup escalada,Soltero,33,7,11,23233,1.12,41.0,76,6.1,7.2,5.7,5.7,10.0,8.3,7.17,6.8,18,7.9,8.5,7.4,1,3,5.2,3.6,2,17.4,56,62,27.2,24.5,16.7,18.5,1.8,6.9,3.2,1.2
SUJ-0887,Manufactura,Bogotá,Posgrado,Empresa propia,Unión libre,21,7,14,15811,16.23,37.8,74,5.8,6.6,7.9,5.6,7.3,6.3,6.58,5.9,20,6.8,8.3,8.0,3,3,4.8,5.1,3,39.7,53,60,17.9,24.2,16.7,10.7,19.5,6.3,2.5,2.2
SUJ-0888,Finanzas,Cali,Maestría,Empresa propia,Soltero,22,5,12,16018,10.11,37.0,57,6.8,4.6,7.6,6.7,6.5,5.6,6.3,8.9,16,5.7,9.4,3.8,1,0,5.5,0.0,46,37.2,52,76,27.9,19.3,22.1,14.1,6.3,6.1,2.7,1.5
SUJ-0889,Tecnología,Cali,Doctorado,Empresa familiar,Casado,28,7,15,4175,4.71,52.6,64,6.8,6.5,6.1,5.8,7.8,7.9,6.82,7.2,18,7.4,10.0,9.4,0,2,6.1,0.4,4,31.5,40,60,34.9,13.9,17.8,8.2,9.8,9.2,4.3,1.9
SUJ-0890,Finanzas,Caracas,Bachillerato,Empresa propia,Casado,29,1,9,905,3.85,55.1,70,7.5,4.5,5.4,4.9,7.3,8.8,6.4,8.9,36,7.0,7.1,6.5,1,1,6.4,4.1,18,31.9,59,65,30.3,25.4,8.8,14.9,7.3,5.6,4.0,3.7
SUJ-0891,Inmuebles,CDMX,Universitario,Startup escalada,Soltero,29,4,13,49099,14.76,45.7,56,6.5,4.5,3.0,5.2,7.1,6.5,5.47,7.0,17,7.2,7.9,6.7,3,2,4.3,0.9,20,37.5,61,65,28.8,19.1,10.5,14.5,12.4,8.5,4.4,1.8
SUJ-0892,Servicios,Bogotá,Bachillerato,Franquicia,Soltero,18,10,17,1256,1.0,15.2,59,7.5,4.3,6.4,4.5,6.2,6.0,5.82,5.5,18,2.8,7.1,8.1,2,0,4.7,4.0,24,23.5,49,66,33.2,6.9,17.0,18.6,12.5,7.0,2.9,1.9
SUJ-0893,Servicios,Santiago,Universitario,Empresa propia,Soltero,18,9,16,5798,1.18,12.7,66,7.5,5.7,5.7,5.0,7.7,8.1,6.62,9.1,17,4.2,8.1,2.8,2,2,5.8,1.4,18,24.8,55,74,29.9,17.8,15.3,11.2,8.8,11.3,2.6,3.1
SUJ-0894,Finanzas,São Paulo,Posgrado,Empresa propia,Unión libre,24,6,12,2458,1.0,20.0,77,8.3,3.9,6.4,7.9,7.7,7.1,6.88,5.9,30,3.5,5.1,9.2,2,2,4.8,4.0,24,16.7,47,37,18.6,22.7,25.9,12.1,9.7,4.1,3.6,3.3
SUJ-0895,Manufactura,Monterrey,Maestría,Empresa propia,Soltero,17,8,18,5718,2.61,18.4,91,10.0,10.0,10.0,9.1,8.7,8.4,9.37,5.9,0,7.3,6.6,7.5,1,2,5.9,4.8,106,25.3,31,47,22.9,13.8,14.8,17.1,9.5,13.2,4.9,3.8
SUJ-0896,Tecnología,Barranquilla,Maestría,Empresa propia,Casado,27,12,24,2909,980.0,98.5,76,9.7,7.0,8.6,6.6,9.7,6.8,8.07,7.1,18,8.0,7.0,10.0,0,2,5.7,1.5,121,70.7,28,63,18.5,15.9,20.5,20.0,10.5,4.9,6.9,2.8
SUJ-0897,Finanzas,Cali,Técnico,E-commerce,Soltero,25,5,14,18175,11.19,44.6,74,8.0,6.9,8.3,5.0,9.2,5.8,7.2,6.4,21,7.5,8.9,7.1,1,3,4.4,3.5,5,30.4,50,53,25.8,28.6,8.5,11.0,9.1,10.8,4.0,2.2
SUJ-0898,Servicios,Cali,Técnico,Holding,Soltero,20,1,9,27622,1.73,4.0,73,8.8,3.7,7.2,7.9,7.4,8.1,7.18,6.0,8,5.3,6.6,4.5,3,1,5.2,5.6,5,17.7,50,65,24.3,15.3,15.5,15.5,9.3,10.4,6.3,3.4
SUJ-0899,Tecnología,Medellín,Posgrado,Empresa familiar,Unión libre,22,9,14,4221,8.79,49.9,68,7.0,6.2,7.7,6.0,7.7,7.1,6.95,5.2,17,7.9,9.8,5.5,1,2,6.0,0.3,15,35.8,54,57,31.4,24.0,22.3,7.6,6.2,5.3,1.4,1.8
SUJ-0900,Tecnología,Medellín,Posgrado,Franquicia,Casado,26,9,16,582,2.05,62.4,71,7.0,5.9,7.6,5.9,9.8,7.9,7.35,8.7,15,4.7,6.7,7.4,1,4,5.1,3.5,5,27.4,37,65,30.0,14.1,19.0,12.0,9.3,9.2,3.9,2.5
SUJ-0901,Tecnología,Caracas,Universitario,E-commerce,Unión libre,17,10,15,8709,5.54,43.6,80,9.8,8.3,7.3,5.3,9.1,8.5,8.05,9.5,22,6.6,8.7,5.9,1,0,3.4,4.4,8,29.7,41,65,41.2,15.7,3.6,8.4,11.1,12.0,5.5,2.5
SUJ-0902,Tecnología,Buenos Aires,Maestría,E-commerce,Soltero,22,2,6,3780,3.15,36.8,85,8.2,6.8,8.2,6.3,8.5,10.0,8.0,6.4,16,7.4,7.7,4.7,2,2,4.6,2.1,5,26.0,43,46,24.3,28.2,11.1,2.6,16.5,11.0,4.1,2.2
SUJ-0903,Tecnología,Bucaramanga,Doctorado,E-commerce,Soltero,24,1,6,34131,3.02,87.6,40,5.4,3.5,6.5,6.6,5.2,6.1,5.55,9.3,4,6.5,7.3,7.8,0,1,5.5,5.7,104,40.1,65,76,22.3,12.2,23.3,22.8,10.2,6.9,1.0,1.3
SUJ-0904,Manufactura,Santiago,Universitario,E-commerce,Soltero,24,8,20,748,7.0,30.0,82,8.8,6.9,8.4,3.8,9.0,7.7,7.43,8.0,31,7.6,7.2,6.8,1,1,5.3,0.0,14,27.4,32,72,33.8,19.8,11.9,8.6,9.9,8.4,5.3,2.3
SUJ-0905,Retail/Comercio,Medellín,Maestría,Empresa propia,Soltero,24,7,13,1014,1.91,49.8,68,7.3,7.8,10.0,9.1,6.8,6.9,7.98,8.4,23,5.8,8.7,6.6,1,1,6.3,1.0,49,33.1,39,71,36.3,27.0,20.2,2.7,2.8,6.6,3.6,0.8
SUJ-0906,Servicios,Medellín,Universitario,Empresa propia,Soltero,34,5,17,9616,1.0,16.5,79,10.0,4.7,9.5,8.3,9.1,7.4,8.17,8.3,23,7.7,7.1,5.8,3,2,7.4,0.0,46,23.4,41,59,26.1,22.7,8.6,18.1,9.8,6.8,6.4,1.5
SUJ-0907,Inmuebles,Caracas,Maestría,Empresa propia,Casado,31,12,15,11372,20.72,56.5,77,8.0,4.3,7.5,7.9,9.1,7.6,7.4,6.6,37,4.4,9.1,8.5,3,3,3.0,3.1,6,39.2,47,55,31.9,9.4,22.8,8.6,16.1,5.0,5.3,0.9
SUJ-0908,Finanzas,Monterrey,Universitario,Empresa propia,Soltero,22,7,13,5095,4.2,60.8,71,9.6,3.2,7.4,6.2,9.1,7.8,7.22,6.3,17,4.4,7.8,6.4,1,1,4.4,2.8,5,26.2,28,57,22.3,28.7,19.1,3.8,9.1,8.5,6.2,2.3
SUJ-0909,Finanzas,Buenos Aires,Técnico,Holding,Soltero,19,11,20,2597,17.99,55.3,79,7.0,8.1,7.8,5.5,8.8,8.7,7.65,7.1,36,6.2,8.8,5.4,2,0,5.6,2.8,29,42.2,37,65,24.6,21.9,22.6,10.2,8.8,8.1,1.8,2.0
SUJ-0910,Finanzas,Medellín,Doctorado,Empresa propia,Soltero,23,10,19,2966,1.85,30.9,76,7.7,7.8,9.5,5.3,7.7,9.3,7.88,7.2,23,3.3,5.7,8.0,2,2,5.1,2.7,145,26.5,38,55,24.2,20.1,18.7,8.1,19.3,5.5,2.1,2.0
SUJ-0911,Manufactura,Caracas,Universitario,Startup escalada,Casado,33,3,5,3299,2.86,14.5,72,7.2,4.7,5.6,4.0,8.6,8.9,6.5,8.8,12,9.4,5.4,6.6,1,3,5.0,2.5,49,21.5,48,66,23.2,29.0,3.7,13.6,16.1,11.6,1.2,1.6
SUJ-0912,Finanzas,Barranquilla,Maestría,Startup escalada,Casado,17,3,5,2042,2.17,54.4,71,8.3,4.3,7.0,5.2,8.5,7.2,6.75,7.9,22,6.6,7.0,6.5,0,0,3.6,3.8,5,26.6,49,51,31.3,8.8,8.4,18.3,25.2,4.2,3.0,0.8
SUJ-0913,Manufactura,Monterrey,Universitario,Empresa familiar,Soltero,26,2,10,15211,3.12,19.9,59,4.8,6.6,7.2,4.6,6.2,5.4,5.8,7.5,32,7.3,8.9,7.5,2,0,5.1,2.4,36,28.0,46,64,32.7,15.2,22.2,12.1,10.0,4.9,1.6,1.3
SUJ-0914,Retail/Comercio,Bucaramanga,Bachillerato,Empresa familiar,Casado,24,8,12,538,3.27,33.6,72,7.9,4.4,8.0,6.3,8.9,7.6,7.18,8.2,7,5.5,9.0,8.5,2,1,4.3,7.0,18,28.3,40,63,34.6,12.0,21.2,15.2,5.5,4.9,4.4,2.2
SUJ-0915,Retail/Comercio,Bogotá,Técnico,Empresa propia,Soltero,33,7,15,4184,1.0,21.7,45,6.3,4.0,7.3,2.2,7.7,4.5,5.33,5.9,24,7.2,8.6,6.2,3,0,5.0,0.9,43,23.7,51,50,21.4,21.1,15.7,18.5,9.0,9.5,3.9,0.9
SUJ-0916,Retail/Comercio,Monterrey,Universitario,E-commerce,Unión libre,31,12,23,11014,10.86,34.3,76,7.6,5.8,6.9,4.7,10.0,8.5,7.25,8.2,34,7.6,9.9,7.6,0,0,3.3,1.5,12,32.0,49,64,22.9,11.6,21.5,15.7,12.2,8.2,4.7,3.2
SUJ-0917,Finanzas,Bogotá,Posgrado,Empresa propia,Unión libre,17,9,13,500,4.18,38.9,82,7.6,10.0,5.8,4.7,7.4,9.6,7.52,7.7,34,6.0,9.6,8.3,0,1,6.1,3.7,69,41.1,38,59,23.1,22.7,13.6,12.4,16.8,5.9,2.9,2.6
SUJ-0918,Agroindustria,Cali,Universitario,Startup escalada,Casado,33,2,6,16832,3.22,25.6,53,5.2,4.7,6.5,4.9,7.8,6.5,5.93,10.0,15,4.9,6.1,9.5,1,2,5.1,1.9,5,22.2,69,74,23.5,29.2,19.1,6.8,10.0,5.5,5.5,0.4
SUJ-0919,Inmuebles,Buenos Aires,Posgrado,Startup escalada,Soltero,17,5,4,9801,1.0,17.6,69,7.7,7.7,7.3,6.4,7.9,7.3,7.38,5.6,14,3.6,6.9,7.6,2,3,3.9,3.4,40,16.5,26,41,28.5,18.5,14.0,11.8,8.3,13.3,5.4,0.2
SUJ-0920,Tecnología,Bucaramanga,Posgrado,Startup escalada,Casado,29,1,10,609,1.17,47.6,91,7.0,8.2,9.3,8.6,9.1,9.6,8.63,8.1,12,8.4,6.7,6.3,2,3,6.7,7.0,38,32.8,35,57,31.5,23.1,11.5,15.4,12.9,0.9,3.3,1.4
SUJ-0921,Servicios,Buenos Aires,Maestría,Franquicia,Casado,30,8,21,18030,8.74,19.1,102,8.4,7.7,8.9,6.6,7.6,9.5,8.12,6.4,26,2.7,7.9,6.5,2,3,4.7,3.2,17,31.2,43,67,21.5,19.8,18.5,17.4,6.6,8.7,5.6,1.9
SUJ-0922,Retail/Comercio,Bucaramanga,Universitario,Startup escalada,Unión libre,36,17,19,5344,6.03,15.8,71,7.6,5.4,8.0,5.3,8.7,6.3,6.88,7.6,15,5.4,8.6,10.0,2,2,5.1,0.9,37,30.5,40,40,26.6,19.4,12.1,25.1,6.3,5.6,4.8,0.1
SUJ-0923,Servicios,Buenos Aires,Maestría,Empresa propia,Unión libre,27,7,17,8449,3.4,13.1,73,8.3,6.4,7.0,4.5,9.0,7.9,7.18,9.4,31,3.9,7.3,8.7,2,2,5.6,3.8,32,25.3,53,61,30.9,17.5,20.7,8.4,10.5,7.1,3.1,1.8
SUJ-0924,Inmuebles,Monterrey,Universitario,Empresa propia,Casado,22,7,18,17098,4.33,35.6,71,7.8,6.3,8.1,4.5,7.5,8.8,7.17,10.0,8,5.3,10.0,7.8,0,1,5.0,3.3,9,27.3,34,61,12.4,23.6,10.8,13.5,21.8,13.0,3.4,1.5
SUJ-0925,Retail/Comercio,Caracas,Universitario,Startup escalada,Soltero,19,7,16,17039,5.85,38.3,74,8.4,5.7,7.2,6.4,7.3,6.9,6.98,6.3,24,5.9,7.8,7.5,2,1,5.6,4.4,9,30.1,53,58,18.5,19.1,25.5,12.0,16.2,5.4,1.5,1.8
SUJ-0926,Tecnología,Buenos Aires,Universitario,Franquicia,Unión libre,34,8,12,4204,1.0,55.9,89,7.5,8.2,10.0,10.0,9.2,8.3,8.87,7.0,22,6.1,7.6,5.8,1,3,5.1,0.0,2,18.6,27,51,23.0,15.5,18.6,13.3,16.9,8.6,2.7,1.4
SUJ-0927,Finanzas,Lima,Universitario,Empresa familiar,Casado,36,6,11,2171,3.52,55.2,72,5.4,6.3,4.7,5.0,8.9,8.3,6.43,4.2,21,6.3,6.5,7.6,1,2,5.0,1.2,19,31.6,56,54,24.6,25.3,12.1,20.0,6.7,6.7,3.4,1.2
SUJ-0928,Retail/Comercio,Bucaramanga,Bachillerato,Empresa propia,Casado,23,9,17,2381,4.14,29.6,54,7.1,4.1,3.4,2.3,8.0,5.7,5.1,9.9,28,4.3,7.9,7.3,2,0,5.0,1.3,2,29.0,59,78,20.0,15.5,13.5,19.0,17.6,8.6,5.0,0.8
SUJ-0929,Manufactura,São Paulo,Posgrado,Startup escalada,Soltero,26,4,12,11617,2.13,15.1,76,6.2,6.1,8.4,8.5,7.5,7.6,7.38,6.4,18,7.6,7.3,6.6,3,0,5.2,4.5,67,24.7,31,62,21.5,16.3,22.2,16.1,15.1,2.6,3.0,3.2
SUJ-0930,Finanzas,Bogotá,Universitario,Franquicia,Soltero,34,4,9,21209,1.0,23.9,67,7.6,6.6,4.8,3.2,7.2,6.1,5.92,4.7,35,3.5,7.4,6.5,1,1,6.2,1.6,20,19.0,62,53,26.0,20.5,17.4,11.4,13.9,5.9,3.7,1.2
SUJ-0931,Tecnología,Bucaramanga,Universitario,Startup escalada,Soltero,30,2,10,599,3.32,45.0,57,4.1,3.8,6.3,4.3,6.1,6.7,5.22,7.7,12,4.4,7.2,8.8,2,2,4.8,4.8,8,29.8,72,83,18.8,31.3,16.4,15.4,11.3,1.2,2.1,3.5
SUJ-0932,Servicios,Cali,Maestría,Startup escalada,Soltero,24,7,12,500,5.14,20.4,57,7.1,3.8,5.4,4.8,6.7,5.9,5.62,5.7,32,5.9,9.9,6.4,2,2,5.9,2.2,105,30.0,61,66,30.2,18.9,14.4,11.7,8.2,12.5,0.7,3.4
SUJ-0933,Salud/Farma,Barranquilla,Universitario,Startup escalada,Soltero,21,2,8,13849,2.7,17.9,71,7.4,4.5,9.0,6.9,7.5,5.5,6.8,6.0,9,10.0,7.7,3.8,2,2,5.8,2.5,31,25.7,55,48,27.9,17.5,17.5,9.9,18.2,3.5,4.5,1.0
SUJ-0934,Retail/Comercio,Lima,Universitario,Empresa propia,Casado,20,12,17,3909,7.6,50.1,81,9.6,6.4,8.0,8.1,8.1,8.7,8.15,6.2,21,7.2,8.4,7.9,2,0,4.0,4.8,11,31.8,47,52,23.3,23.0,17.7,15.1,17.1,1.2,1.5,1.1
SUJ-0935,Tecnología,CDMX,Técnico,Empresa familiar,Soltero,31,5,15,2588,2.38,56.3,80,9.0,6.5,7.1,5.9,10.0,8.9,7.9,9.3,12,2.6,8.3,6.6,1,1,3.7,0.0,38,34.9,37,73,23.6,21.4,14.2,11.4,19.7,3.6,3.9,2.2
SUJ-0936,Finanzas,São Paulo,Maestría,Empresa propia,Soltero,23,1,2,1669,3.77,46.8,89,8.4,6.0,10.0,9.3,7.6,8.4,8.28,10.0,13,6.9,7.5,8.2,2,4,5.4,4.8,35,32.5,36,63,33.8,22.9,12.6,7.3,10.4,6.3,5.9,0.8
SUJ-0937,Tecnología,Bucaramanga,Técnico,Empresa propia,Soltero,23,2,10,3403,3.23,60.1,62,6.0,5.5,7.4,4.7,6.0,7.6,6.2,8.1,17,5.9,8.0,6.4,2,1,5.1,3.8,109,38.1,47,62,34.3,21.1,16.8,9.5,8.1,6.1,3.4,0.7
SUJ-0938,Agroindustria,Medellín,Universitario,Franquicia,Soltero,29,7,14,28453,7.83,47.6,67,7.6,5.9,5.3,3.6,7.6,5.4,5.9,7.1,19,5.2,7.5,6.4,1,2,5.1,1.1,10,35.1,62,54,27.6,15.3,19.5,16.3,11.5,5.4,3.5,0.9
